Deck,Page,Vision earned its cost (1 to 5),Notes,source_file,source_type,pages_in_deck,text_layer_words,text_layer_chars,text_blocks,placed_images,image_area_ratio,drawing_ops,ink_ratio,pptx_picture_shapes,pptx_chart_shapes,pptx_table_shapes,pptx_group_shapes,pptx_text_shapes,pptx_picture_area_ratio,pptx_native_words,vision_seconds,vision_words,vision_chars,novel_content_words,text_layer_content_words,novel_ratio,vision_model,vision_output_file,error
04_GP_T7_extreme,4,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,0,0,0,2,0.7435,2,0.4414,2,0,0,0,0,0.7436,0,23.98,0,0,0,0,,qwen3-vl:4b,outputs/c3_routing\vision\04_GP_T7_extreme_p004.txt,
04_GP_T7_extreme,5,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,0,0,0,3,0.7522,2,0.3471,3,0,0,0,0,0.7524,0,24.19,0,0,0,0,,qwen3-vl:4b,outputs/c3_routing\vision\04_GP_T7_extreme_p005.txt,
04_GP_T7_extreme,6,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,81,808,3,4,0.463,2,0.241,4,0,0,0,1,0.4632,81,24.03,0,0,0,30,,qwen3-vl:4b,outputs/c3_routing\vision\04_GP_T7_extreme_p006.txt,
04_GP_T7_extreme,7,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,190,1638,12,3,0.1916,2,0.2167,3,0,0,0,2,0.1917,190,23.88,0,0,0,30,,qwen3-vl:4b,outputs/c3_routing\vision\04_GP_T7_extreme_p007.txt,
04_GP_T7_extreme,8,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,0,0,0,2,0.5409,2,0.2672,2,0,0,0,0,0.5673,0,24.14,0,0,0,0,,qwen3-vl:4b,outputs/c3_routing\vision\04_GP_T7_extreme_p008.txt,
04_GP_T7_extreme,9,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,3,23,2,5,0.5604,2,0.2135,5,0,0,0,1,0.5605,3,24.08,0,0,0,2,,qwen3-vl:4b,outputs/c3_routing\vision\04_GP_T7_extreme_p009.txt,
04_GP_T7_extreme,10,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,11,82,3,4,0.4628,2,0.1945,4,0,0,0,2,0.463,11,23.98,0,0,0,7,,qwen3-vl:4b,outputs/c3_routing\vision\04_GP_T7_extreme_p010.txt,
04_GP_T7_extreme,11,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,126,1135,7,2,0.1889,2,0.1335,2,0,0,0,2,0.1889,126,23.94,0,0,0,55,,qwen3-vl:4b,outputs/c3_routing\vision\04_GP_T7_extreme_p011.txt,
04_GP_T7_extreme,12,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,51,515,6,2,0.1988,2,0.1108,2,0,0,0,2,0.1989,51,23.92,0,0,0,30,,qwen3-vl:4b,outputs/c3_routing\vision\04_GP_T7_extreme_p012.txt,
04_GP_T7_extreme,13,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,3,23,2,2,0.3359,2,0.2223,2,0,0,0,1,0.336,3,17.82,111,734,61,2,0.9683,qwen3-vl:4b,outputs/c3_routing\vision\04_GP_T7_extreme_p013.txt,
04_GP_T7_extreme,14,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,124,1146,7,2,0.1712,2,0.1326,2,0,0,0,2,0.1712,124,23.85,0,0,0,52,,qwen3-vl:4b,outputs/c3_routing\vision\04_GP_T7_extreme_p014.txt,
04_GP_T7_extreme,15,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,32,294,4,1,0.0055,6,0.0486,1,0,0,0,1,0.0055,31,23.81,0,0,0,27,,qwen3-vl:4b,outputs/c3_routing\vision\04_GP_T7_extreme_p015.txt,
