Deck,Page,Vision earned its cost (1 to 5),Notes,source_file,source_type,pages_in_deck,text_layer_words,text_layer_chars,text_blocks,placed_images,image_area_ratio,drawing_ops,ink_ratio,pptx_picture_shapes,pptx_chart_shapes,pptx_table_shapes,pptx_group_shapes,pptx_text_shapes,pptx_picture_area_ratio,pptx_native_words,vision_seconds,vision_words,vision_chars,novel_content_words,text_layer_content_words,novel_ratio,vision_model,finish_reason,vision_output_file,error
CM3020_Artificial Intelligence_lecture 2,5,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,93,507,3,1,0.1067,2,0.0991,1,0,0,0,4,0.1085,86,8.06,79,423,2,44,0.0556,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p005.txt,
CM3020_Artificial Intelligence_lecture 2,6,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,9,127,2,2,0.3043,2,0.0739,1,0,0,0,3,0.0625,9,9.89,136,897,33,13,0.9429,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p006.txt,
CM3020_Artificial Intelligence_lecture 2,7,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,107,584,9,1,0.218,2,0.1071,1,0,0,0,4,0.2181,98,10.45,196,1094,24,40,0.4211,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p007.txt,
CM3020_Artificial Intelligence_lecture 2,8,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,129,753,5,1,0.0881,2,0.117,1,0,0,0,5,0.0881,118,9.33,133,772,3,50,0.0566,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p008.txt,
CM3020_Artificial Intelligence_lecture 2,9,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,142,825,4,0,0.0,2,0.1051,0,0,0,0,4,0.0,135,9.27,145,839,2,54,0.0357,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p009.txt,
CM3020_Artificial Intelligence_lecture 2,10,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,66,475,5,2,0.333,2,0.2137,2,0,0,0,4,0.2649,60,7.93,61,373,2,39,0.0667,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p010.txt,
CM3020_Artificial Intelligence_lecture 2,11,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,102,584,4,2,0.0666,4,0.0742,2,0,0,0,4,0.0667,90,10.60,136,787,7,48,0.1346,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p011.txt,
CM3020_Artificial Intelligence_lecture 2,12,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,86,582,5,0,0.0,3,0.0751,0,0,0,0,4,0.0,78,8.63,89,602,2,47,0.0408,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p012.txt,
CM3020_Artificial Intelligence_lecture 2,13,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,74,382,26,0,0.0,22,0.0537,0,0,0,2,17,0.0,57,12.02,207,998,18,19,0.4865,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p013.txt,
CM3020_Artificial Intelligence_lecture 2,14,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,99,527,26,0,0.0,22,0.0758,0,0,0,2,25,0.0,85,12.15,233,1153,18,28,0.45,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p014.txt,
CM3020_Artificial Intelligence_lecture 2,15,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,88,504,27,0,0.0,22,0.08,0,0,0,2,25,0.0,75,10.16,153,988,31,34,0.5,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p015.txt,
CM3020_Artificial Intelligence_lecture 2,16,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,72,389,27,0,0.0,22,0.0598,0,0,0,2,24,0.0,59,11.32,171,911,30,21,0.6122,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p016.txt,
CM3020_Artificial Intelligence_lecture 2,17,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,106,676,3,2,0.1593,2,0.1415,2,0,0,0,3,0.1593,95,11.25,225,1235,26,50,0.3939,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p017.txt,
CM3020_Artificial Intelligence_lecture 2,18,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,92,636,5,1,0.1841,6,0.1075,1,0,0,0,3,0.1841,82,12.70,294,1872,44,52,0.4681,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p018.txt,
CM3020_Artificial Intelligence_lecture 2,19,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,65,421,5,1,0.1841,2,0.0846,1,0,0,0,3,0.1841,58,12.48,272,1735,52,33,0.6118,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p019.txt,
CM3020_Artificial Intelligence_lecture 2,20,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,76,638,18,2,0.4451,54,0.4825,2,0,1,0,2,0.2119,7,11.36,221,1349,37,18,0.7708,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p020.txt,
CM3020_Artificial Intelligence_lecture 2,21,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,47,360,4,3,0.5719,2,0.2346,3,0,0,0,3,0.3776,46,7.89,61,368,10,32,0.2941,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p021.txt,
CM3020_Artificial Intelligence_lecture 2,22,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,93,709,8,2,0.3055,8,0.1981,2,0,0,0,3,0.1333,6,10.11,185,1148,16,52,0.2807,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p022.txt,
CM3020_Artificial Intelligence_lecture 2,23,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,64,525,6,2,0.3055,6,0.1527,2,0,0,0,3,0.1333,6,11.62,250,1560,40,49,0.5195,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p023.txt,
CM3020_Artificial Intelligence_lecture 2,24,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,94,465,3,3,0.2015,2,0.216,3,0,0,0,2,0.2016,81,9.76,169,945,21,43,0.3281,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p024.txt,
CM3020_Artificial Intelligence_lecture 2,25,,,CM3020_Artificial Intelligence_lecture 2.pptx,pptx,25,45,256,2,0,0.0,2,0.0456,0,0,0,0,2,0.0,40,7.76,48,284,2,20,0.0909,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3020_Artificial_Intelligence_lecture_2_p025.txt,
CM3065_Lesson 4,1,,,CM3065_Lesson 4.pdf,pdf,48,9,65,2,12,1.0,2,0.6788,,,,,,,,6.95,12,85,2,8,0.2,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p001.txt,
CM3065_Lesson 4,2,,,CM3065_Lesson 4.pdf,pdf,48,7,48,1,13,1.0,2,0.9924,,,,,,,,6.72,10,67,2,5,0.2857,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p002.txt,
CM3065_Lesson 4,3,,,CM3065_Lesson 4.pdf,pdf,48,52,340,2,6,1.0,2,0.2761,,,,,,,,7.57,55,357,2,23,0.08,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p003.txt,
CM3065_Lesson 4,4,,,CM3065_Lesson 4.pdf,pdf,48,7,55,1,13,1.0,2,0.991,,,,,,,,6.79,10,74,2,6,0.25,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p004.txt,
CM3065_Lesson 4,5,,,CM3065_Lesson 4.pdf,pdf,48,38,232,2,6,1.0,2,0.2612,,,,,,,,7.55,41,252,2,21,0.087,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p005.txt,
CM3065_Lesson 4,6,,,CM3065_Lesson 4.pdf,pdf,48,56,286,2,8,1.0,2,0.294,,,,,,,,7.90,59,315,2,27,0.069,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p006.txt,
CM3065_Lesson 4,7,,,CM3065_Lesson 4.pdf,pdf,48,24,167,2,7,1.0,2,0.307,,,,,,,,8.84,116,754,22,13,0.6286,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p007.txt,
CM3065_Lesson 4,8,,,CM3065_Lesson 4.pdf,pdf,48,33,239,2,6,1.0,2,0.2609,,,,,,,,6.66,7,48,2,23,0.3333,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p008.txt,
CM3065_Lesson 4,9,,,CM3065_Lesson 4.pdf,pdf,48,21,141,2,6,1.0,2,0.2476,,,,,,,,7.06,24,160,2,16,0.1111,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p009.txt,
CM3065_Lesson 4,10,,,CM3065_Lesson 4.pdf,pdf,48,54,331,5,7,1.0,4,0.327,,,,,,,,9.21,120,738,23,31,0.4259,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p010.txt,
CM3065_Lesson 4,11,,,CM3065_Lesson 4.pdf,pdf,48,48,292,5,7,1.0,6,0.3285,,,,,,,,9.75,125,757,19,27,0.413,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p011.txt,
CM3065_Lesson 4,12,,,CM3065_Lesson 4.pdf,pdf,48,49,345,2,7,1.0,2,0.3028,,,,,,,,8.95,95,580,13,34,0.2766,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p012.txt,
CM3065_Lesson 4,13,,,CM3065_Lesson 4.pdf,pdf,48,57,382,6,7,1.0,6,0.433,,,,,,,,9.77,127,909,27,34,0.4426,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p013.txt,
CM3065_Lesson 4,14,,,CM3065_Lesson 4.pdf,pdf,48,11,82,1,13,1.0,2,0.987,,,,,,,,6.96,14,99,2,8,0.2,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p014.txt,
CM3065_Lesson 4,15,,,CM3065_Lesson 4.pdf,pdf,48,31,192,5,6,1.0,2,0.2521,,,,,,,,7.40,37,215,2,17,0.1053,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p015.txt,
CM3065_Lesson 4,16,,,CM3065_Lesson 4.pdf,pdf,48,55,357,2,6,1.0,2,0.284,,,,,,,,8.04,58,383,2,34,0.0556,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p016.txt,
CM3065_Lesson 4,17,,,CM3065_Lesson 4.pdf,pdf,48,12,84,2,6,1.0,2,0.2522,,,,,,,,6.98,15,102,2,7,0.2222,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p017.txt,
CM3065_Lesson 4,18,,,CM3065_Lesson 4.pdf,pdf,48,11,87,1,13,1.0,2,0.986,,,,,,,,6.88,14,104,2,9,0.1818,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p018.txt,
CM3065_Lesson 4,19,,,CM3065_Lesson 4.pdf,pdf,48,42,253,2,6,1.0,2,0.2674,,,,,,,,7.39,45,273,2,22,0.0833,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p019.txt,
CM3065_Lesson 4,20,,,CM3065_Lesson 4.pdf,pdf,48,55,350,2,6,1.0,2,0.2811,,,,,,,,8.13,58,380,2,27,0.069,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p020.txt,
CM3065_Lesson 4,21,,,CM3065_Lesson 4.pdf,pdf,48,56,299,2,6,1.0,2,0.2697,,,,,,,,8.22,59,323,2,28,0.0667,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p021.txt,
CM3065_Lesson 4,22,,,CM3065_Lesson 4.pdf,pdf,48,34,257,5,6,1.0,2,0.2653,,,,,,,,7.80,40,287,1,24,0.04,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p022.txt,
CM3065_Lesson 4,23,,,CM3065_Lesson 4.pdf,pdf,48,55,304,2,6,1.0,2,0.2675,,,,,,,,7.65,58,332,2,30,0.0625,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p023.txt,
CM3065_Lesson 4,24,,,CM3065_Lesson 4.pdf,pdf,48,38,231,2,6,1.0,2,0.2598,,,,,,,,7.39,41,251,2,22,0.0833,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p024.txt,
CM3065_Lesson 4,25,,,CM3065_Lesson 4.pdf,pdf,48,43,242,2,6,1.0,2,0.2575,,,,,,,,7.68,46,262,2,23,0.08,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p025.txt,
CM3065_Lesson 4,26,,,CM3065_Lesson 4.pdf,pdf,48,12,89,2,6,1.0,2,0.2537,,,,,,,,6.90,15,107,2,8,0.2,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p026.txt,
CM3065_Lesson 4,27,,,CM3065_Lesson 4.pdf,pdf,48,7,57,1,13,1.0,2,0.9901,,,,,,,,6.79,10,75,2,7,0.2222,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p027.txt,
CM3065_Lesson 4,28,,,CM3065_Lesson 4.pdf,pdf,48,50,287,2,6,1.0,2,0.2717,,,,,,,,7.64,53,307,2,25,0.0741,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p028.txt,
CM3065_Lesson 4,29,,,CM3065_Lesson 4.pdf,pdf,48,44,285,4,6,1.0,2,0.2728,,,,,,,,7.90,47,334,2,27,0.069,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p029.txt,
CM3065_Lesson 4,30,,,CM3065_Lesson 4.pdf,pdf,48,31,249,2,6,1.0,2,0.2624,,,,,,,,7.59,34,275,2,18,0.1,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p030.txt,
CM3065_Lesson 4,31,,,CM3065_Lesson 4.pdf,pdf,48,46,431,6,6,1.0,2,0.2805,,,,,,,,8.14,48,409,2,26,0.0714,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p031.txt,
CM3065_Lesson 4,32,,,CM3065_Lesson 4.pdf,pdf,48,14,83,2,6,1.0,2,0.2522,,,,,,,,7.02,17,101,2,8,0.2,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p032.txt,
CM3065_Lesson 4,33,,,CM3065_Lesson 4.pdf,pdf,48,10,85,2,6,1.0,2,0.2478,,,,,,,,6.92,13,103,2,8,0.2,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p033.txt,
CM3065_Lesson 4,34,,,CM3065_Lesson 4.pdf,pdf,48,76,510,2,7,1.0,2,0.431,,,,,,,,9.90,162,1093,23,42,0.3538,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p034.txt,
CM3065_Lesson 4,35,,,CM3065_Lesson 4.pdf,pdf,48,61,446,3,8,1.0,2,0.3197,,,,,,,,10.33,157,1007,21,42,0.3333,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p035.txt,
CM3065_Lesson 4,36,,,CM3065_Lesson 4.pdf,pdf,48,76,490,2,6,1.0,2,0.3061,,,,,,,,8.61,79,510,2,39,0.0488,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p036.txt,
CM3065_Lesson 4,37,,,CM3065_Lesson 4.pdf,pdf,48,11,83,1,13,1.0,2,0.9864,,,,,,,,6.90,14,100,2,10,0.1667,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p037.txt,
CM3065_Lesson 4,38,,,CM3065_Lesson 4.pdf,pdf,48,52,311,4,7,1.0,2,0.3485,,,,,,,,9.64,132,839,20,32,0.3846,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p038.txt,
CM3065_Lesson 4,39,,,CM3065_Lesson 4.pdf,pdf,48,40,259,13,6,1.0,2,0.2577,,,,,,,,8.42,44,310,2,19,0.0952,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p039.txt,
CM3065_Lesson 4,40,,,CM3065_Lesson 4.pdf,pdf,48,30,190,7,6,1.0,4,0.2589,,,,,,,,7.70,31,206,2,15,0.1176,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p040.txt,
CM3065_Lesson 4,41,,,CM3065_Lesson 4.pdf,pdf,48,12,85,2,6,1.0,2,0.2445,,,,,,,,7.53,15,104,2,11,0.1538,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p041.txt,
CM3065_Lesson 4,42,,,CM3065_Lesson 4.pdf,pdf,48,56,388,5,6,1.0,2,0.2852,,,,,,,,9.29,59,410,2,34,0.0556,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p042.txt,
CM3065_Lesson 4,43,,,CM3065_Lesson 4.pdf,pdf,48,12,85,2,6,1.0,2,0.2446,,,,,,,,7.03,15,104,2,11,0.1538,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p043.txt,
CM3065_Lesson 4,44,,,CM3065_Lesson 4.pdf,pdf,48,31,220,4,6,1.0,2,0.255,,,,,,,,8.81,34,260,2,20,0.0909,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p044.txt,
CM3065_Lesson 4,45,,,CM3065_Lesson 4.pdf,pdf,48,50,291,2,6,1.0,2,0.2713,,,,,,,,10.72,53,323,2,23,0.08,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p045.txt,
CM3065_Lesson 4,46,,,CM3065_Lesson 4.pdf,pdf,48,13,91,2,6,1.0,2,0.2466,,,,,,,,7.67,16,110,2,11,0.1538,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p046.txt,
CM3065_Lesson 4,47,,,CM3065_Lesson 4.pdf,pdf,48,93,692,2,6,1.0,2,0.3463,,,,,,,,9.22,96,711,2,57,0.0339,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p047.txt,
CM3065_Lesson 4,48,,,CM3065_Lesson 4.pdf,pdf,48,4,17,1,13,1.0,2,0.9971,,,,,,,,7.19,7,37,2,2,0.5,qwen2.5vl:7b,stop,outputs\c3_heldout\vision\CM3065_Lesson_4_p048.txt,
