Deck,Page,Vision earned its cost (1 to 5),Notes,source_file,source_type,pages_in_deck,text_layer_words,text_layer_chars,text_blocks,placed_images,image_area_ratio,drawing_ops,ink_ratio,pptx_picture_shapes,pptx_chart_shapes,pptx_table_shapes,pptx_group_shapes,pptx_text_shapes,pptx_picture_area_ratio,pptx_native_words,vision_seconds,vision_words,vision_chars,novel_content_words,text_layer_content_words,novel_ratio,vision_model,finish_reason,vision_output_file,error
03_ISP_L10_image_heavy,28,,,CM3065 Lesson 10.pdf,pdf,30,10,77,2,6,1.0,2,0.2424,,,,,,,,6.77,13,96,2,8,0.2,qwen2.5vl:7b,stop,outputs/c3_routing\vision\03_ISP_L10_image_heavy_p028.txt,
03_ISP_L10_image_heavy,29,,,CM3065 Lesson 10.pdf,pdf,30,51,362,2,6,1.0,2,0.287,,,,,,,,7.71,54,381,2,35,0.0541,qwen2.5vl:7b,stop,outputs/c3_routing\vision\03_ISP_L10_image_heavy_p029.txt,
03_ISP_L10_image_heavy,30,,,CM3065 Lesson 10.pdf,pdf,30,4,18,1,13,1.0,2,0.9968,,,,,,,,6.57,7,38,2,2,0.5,qwen2.5vl:7b,stop,outputs/c3_routing\vision\03_ISP_L10_image_heavy_p030.txt,
04_GP_T7_extreme,1,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,43,267,2,1,0.0055,2,0.0398,1,0,0,0,2,0.0055,43,4.90,46,285,2,25,0.0741,qwen2.5vl:7b,stop,outputs/c3_routing\vision\04_GP_T7_extreme_p001.txt,
04_GP_T7_extreme,2,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,5,25,2,2,0.556,2,0.243,2,0,0,0,1,0.5561,5,8.29,211,1247,59,2,0.9672,qwen2.5vl:7b,stop,outputs/c3_routing\vision\04_GP_T7_extreme_p002.txt,
04_GP_T7_extreme,3,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,5,25,2,3,0.4945,2,0.2969,3,0,0,0,1,0.4946,5,6.50,129,723,37,2,0.9487,qwen2.5vl:7b,stop,outputs/c3_routing\vision\04_GP_T7_extreme_p003.txt,
04_GP_T7_extreme,4,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,0,0,0,2,0.7435,2,0.4414,2,0,0,0,0,0.7436,0,7.48,155,961,55,0,1.0,qwen2.5vl:7b,stop,outputs/c3_routing\vision\04_GP_T7_extreme_p004.txt,
04_GP_T7_extreme,5,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,0,0,0,3,0.7522,2,0.3471,3,0,0,0,0,0.7524,0,5.28,36,200,23,0,1.0,qwen2.5vl:7b,stop,outputs/c3_routing\vision\04_GP_T7_extreme_p005.txt,
04_GP_T7_extreme,6,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,81,808,3,4,0.463,2,0.241,4,0,0,0,1,0.4632,81,6.70,139,915,53,30,0.9298,qwen2.5vl:7b,stop,outputs/c3_routing\vision\04_GP_T7_extreme_p006.txt,
04_GP_T7_extreme,7,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,190,1638,12,3,0.1916,2,0.2167,3,0,0,0,2,0.1917,190,8.92,202,1341,44,30,0.5946,qwen2.5vl:7b,stop,outputs/c3_routing\vision\04_GP_T7_extreme_p007.txt,
04_GP_T7_extreme,8,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,0,0,0,2,0.5409,2,0.2672,2,0,0,0,0,0.5673,0,5.93,82,489,38,0,1.0,qwen2.5vl:7b,stop,outputs/c3_routing\vision\04_GP_T7_extreme_p008.txt,
04_GP_T7_extreme,9,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,3,23,2,5,0.5604,2,0.2135,5,0,0,0,1,0.5605,3,6.25,80,452,40,2,0.9524,qwen2.5vl:7b,stop,outputs/c3_routing\vision\04_GP_T7_extreme_p009.txt,
04_GP_T7_extreme,10,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,11,82,3,4,0.4628,2,0.1945,4,0,0,0,2,0.463,11,6.63,134,838,42,7,0.8571,qwen2.5vl:7b,stop,outputs/c3_routing\vision\04_GP_T7_extreme_p010.txt,
04_GP_T7_extreme,11,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,126,1135,7,2,0.1889,2,0.1335,2,0,0,0,2,0.1889,126,5.44,73,409,23,55,0.7188,qwen2.5vl:7b,stop,outputs/c3_routing\vision\04_GP_T7_extreme_p011.txt,
04_GP_T7_extreme,12,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,51,515,6,2,0.1988,2,0.1108,2,0,0,0,2,0.1989,51,7.22,170,1018,58,30,0.8657,qwen2.5vl:7b,stop,outputs/c3_routing\vision\04_GP_T7_extreme_p012.txt,
04_GP_T7_extreme,13,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,3,23,2,2,0.3359,2,0.2223,2,0,0,0,1,0.336,3,4.44,6,41,2,2,0.5,qwen2.5vl:7b,stop,outputs/c3_routing\vision\04_GP_T7_extreme_p013.txt,
04_GP_T7_extreme,14,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,124,1146,7,2,0.1712,2,0.1326,2,0,0,0,2,0.1712,124,9.11,217,1430,29,52,0.358,qwen2.5vl:7b,stop,outputs/c3_routing\vision\04_GP_T7_extreme_p014.txt,
04_GP_T7_extreme,15,,,CM2030_GP_PPT7-CourseraWeeks13&14.pptx,pptx,15,32,294,4,1,0.0055,6,0.0486,1,0,0,0,1,0.0055,31,5.48,34,306,3,27,0.1071,qwen2.5vl:7b,stop,outputs/c3_routing\vision\04_GP_T7_extreme_p015.txt,
